Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total
1999,20;127;1;2;8;3;0;0,455087453;2000;127;1;2;6,5;3;0;0,264687759;2001;127;1;2;9,0;3;0;0,618875008;2002;127;1;2;12,5;4;0;1,458697134;2003;34;1;1;;;;;2005;34;1;1;;;;;2006;34;1;1;;;;;2007;34;1;1;;;;;2008;34;1;1;;;;;2009;379;2;1;;;;
1999,20;128;1;2;8,5;3;50;0,26655289;2000;128;1;2;3;2;0;0,035181672;2001;128;1;2;3,5;3;0;0,052607491;2002;128;1;2;3,5;3;0;0,052607491;2003;35;1;1;;;;;2005;35;1;1;;;;;2006;35;1;1;;;;;2007;35;1;1;;;;;2008;35;1;1;;;;;2009;380;2;1;;;;
1999,20;129;1;2;;;;;2000;129;1;2;1;2;0;0,002;2001;129;1;2;2,0;2;80;0,002442015;2002;129;1;2;3,0;2;0;0,035181672;2003;36;1;1;;;;;2005;36;1;1;;;;;2006;36;1;1;;;;;2007;36;1;1;;;;;2008;36;1;1;;;;;2009;381;2;1;;;;
1999,20;130;1;2;;;;;2000;130;1;2;3;2;0;0,035181672;2001;130;1;2;;;;;2002;130;1;2;;;;;2003;37;1;1;;;;;2005;37;1;1;;;;;2006;37;1;1;;;;;2007;37;1;1;;;;;2008;37;1;1;;;;;2009;382;2;1;;;;
1999,20;131;1;2;8;3;60;0,182034981;2000;131;1;2;8;3;75;0,113771863;2001;131;1;2;9,0;3;0;0,618875008;2002;131;1;2;8,0;3;50;0,227543726;2003;38;1;1;;;;;2005;38;1;1;;;;;2006;38;1;1;;;;;2007;38;1;1;;;;;2008;38;1;1;;;;;2009;383;2;1;;;;
1999,20;132;1;2;4;3;0;0,07454295;2000;132;1;2;4;3;0;0,07454295;2001;132;1;2;4,0;3;0;0,07454295;2002;132;1;2;6,0;3;0;0,214785401;2003;39;1;1;6;3;5;0,204046131;2005;39;1;1;9;3;5;0,587931258;2006;39;1;1;9;3;5;0,587931258;2007;39;1;1;12;4;20;1,049018228;2008;39;1;1;9;3;0;0,618875008;2009;384;2;1;;;;
1999,20;132a;1;2;;;;;2000;132a;1;2;;;;;2001;132a;1;2;;;;;2002;132a;1;2;2,0;2;0;0,012210074;2003;45a;1;1;;;;;2005;45a;1;1;;;;;2006;45a;1;1;;;;;2007;45a;1;1;2;2;0;0,012210074;2008;45a;1;1;3;2;0;0,035181672;2009;385;2;1;22;5;20;5,103206938
1999,20;132b;1;2;;;;;2000;132b;1;2;;;;;2001;132b;1;2;2,0;2;0;0,012210074;2002;132b;1;2;2,0;2;0;0,012210074;2003;45b;1;1;;;;;2005;45b;1;1;;;;;2006;45b;1;1;;;;;2007;45b;1;1;1;2;0;0,002;2008;45b;1;1;3;2;0;0,035181672;2009;386;2;1;30;5;5;13,61570319
1999,20;133;1;2;;;;;2000;133;1;2;;;;;2001;133;1;2;;;;;2002;133;1;2;;;;;2003;45c;1;1;;;;;2005;45c;1;1;;;;;2006;45c;1;1;;;;;2007;45c;1;1;4,5;3;0;0,101371216;2008;45c;1;1;5,5;3;0;0,171149886;2009;388;2;1;23;5;10;6,447363513
1999,20;134;1;2;6;3;80;0,04295708;2000;134;1;2;2,5;2;0;0,021860164;2001;134;1;2;3,0;2;0;0,035181672;2002;134;1;2;3,0;2;0;0,035181672;2003;45d;1;1;;;;;2005;45d;1;1;;;;;2006;45d;1;1;;;;;2007;45d;1;1;3,5;3;0;0,052607491;2008;45d;1;1;5;3;0;0,133457107;2009;389;2;1;22;5;5;6,060058239
1999,20;134a;1;2;4;3;0;0,07454295;2000;134a;1;2;4;3;0;0,07454295;2001;134a;1;2;6,0;3;30;0,150349781;2002;134a;1;2;7,0;3;0;0,321170672;2003;45e;1;1;;;;;2005;45e;1;1;;;;;2006;45e;1;1;;;;;2007;45e;1;1;;;;;2008;45e;1;1;2;2;0;0,012210074;2009;390;2;1;;;;
1999,20;134b;1;3;;;;;2000;134b;1;3;3;2;0;0,035181672;2001;134b;1;3;5,5;3;0;0,171149886;2002;134b;1;3;2,0;2;30;0,008547052;2003;45f;1;1;;;;;2005;45f;1;1;;;;;2006;45f;1;1;;;;;2007;45f;1;1;;;;;2008;45f;1;1;2,5;2;0;0,021860164;2009;391;2;1;19;4;0;4,350877884
1999,20;135;1;3;8;3;100;;2000;135;1;3;7;3;30;0,22481947;2001;135;1;3;6,0;3;20;0,171828321;2002;135;1;3;8,5;3;80;0,106621156;2003;46;1;1;7;3;0;0,321170672;2005;46;1;1;9,5;3;15;0,605769679;2006;46;1;1;7;3;50;0,160585336;2007;46;1;1;8;3;20;0,364069962;2008;46;1;1;11;4;5;0,992632543;2009;392;2;1;;;;
1999,20;136;1;3;6;3;0;0,214785401;2000;136;1;3;8;3;0;0,455087453;2001;136;1;3;11,0;4;0;1,044876361;2002;136;1;3;13,0;4;0;1,615928517;2003;46a;1;1;1,5;2;0;0,005762729;2005;46a;1;1;1;2;0;0,002;2006;46a;1;1;2;2;0;0,012210074;2007;46a;1;1;2,5;2;0;0,021860164;2008;46a;1;1;4,5;3;0;0,101371216;2009;394;2;1;14;4;20;1,568607025
1999,20;137;1;3;9;3;12;0,544610007;2000;137;1;3;8;3;90;0,045508745;2001;137;1;3;7,0;3;0;0,321170672;2002;137;1;3;8,0;3;0;0,455087453;2003;46b;1;1;2;2;0;0,012210074;2005;46b;1;1;2;2;0;0,012210074;2006;46b;1;1;2;2;0;0,012210074;2007;46b;1;1;2;2;0;0,012210074;2008;46b;1;1;3,5;3;0;0,052607491;2009;395;2;1;;;;
1999,20;138;1;3;8;3;0;0,455087453;2000;138;1;3;7;3;30;0,22481947;2001;138;1;3;;;;;2002;138;1;3;;;;;2003;47;1;1;14;4;0;1,960758782;2005;47;1;1;18;4;0;3,778254724;2006;47;1;1;;;;;2007;47;1;1;;;;;2008;47;1;1;;;;;2009;396;2;1;24;5;0;8,005368657
1999,20;138a;1;3;7;3;0;0,321170672;2000;138a;1;3;8;3;0;0,455087453;2001;138a;1;3;8,0;3;0;0,455087453;2002;138a;1;3;10,0;3;0;0,814760556;2003;48;1;1;7;3;0;0,321170672;2005;48;1;1;11;4;0;1,044876361;2006;48;1;1;;;;;2007;48;1;1;;;;;2008;48;1;1;;;;;2009;397;2;1;27;5;40;6,531917194
1999,20;138b;1;3;8;3;0;0,455087453;2000;138b;1;3;8;3;0;0,455087453;2001;138b;1;3;7,5;3;0;0,384538558;2002;138b;1;3;9,5;3;5;0,6770367;2003;48a;1;1;1,5;2;0;0,005762729;2005;48a;1;1;;;;;2006;48a;1;1;;;;;2007;48a;1;1;;;;;2008;48a;1;1;;;;;2009;399;2;1;;;;
1999,20;139;1;3;9;3;66;0,210417503;2000;139;1;3;;;;;2001;139;1;3;;;;;2002;139;1;3;;;;;2003;48b;1;1;1,8;2;0;0,009274516;2005;48b;1;1;3;2;0;0,035181672;2006;48b;1;1;;;;;2007;48b;1;1;;;;;2008;48b;1;1;;;;;2009;401;2;1;;;;
1999,20;139b;1;3;4;3;0;0,07454295;2000;139b;1;3;5;3;0;0,133457107;2001;139b;1;3;5,5;3;0;0,171149886;2002;139b;1;3;9,5;3;0;0,71267021;2003;48c;1;1;0,5;2;0;0,000327598;2005;48c;1;1;1;2;0;0,002;2006;48c;1;1;5;3;2;0,130787965;2007;48c;1;1;6;3;0;0,214785401;2008;48c;1;1;10;3;0;0,814760556;2009;402;2;1;30;5;0;14,33231915
1999,20;140;1;3;5;3;100;;2000;140;1;3;4;3;100;;2001;140;1;3;4,0;3;100;;2002;140;1;3;6,0;3;100;;2003;48d;1;1;;;;;2005;48d;1;1;0,5;2;0;0,000327598;2006;48d;1;1;1;2;50;0,001;2007;48d;1;1;;;;;2008;48d;1;1;;;;;2009;403;2;1;;;;
1999,20;140a;1;3;4,5;3;0;0,101371216;2000;140a;1;3;4,5;3;0;0,101371216;2001;140a;1;3;4,5;3;0;0,101371216;2002;140a;1;3;8,5;3;0;0,533105781;2003;48e;1;1;;;;;2005;48e;1;1;0,5;2;0;0,000327598;2006;48e;1;1;2;2;0;0,012210074;2007;48e;1;1;3;2;0;0,035181672;2008;48e;1;1;5;3;0;0,133457107;2009;404;2;1;26;5;5;9,372037964
1999,20;140b;1;3;7,5;3;0;0,384538558;2000;140b;1;3;7,5;3;0;0,384538558;2001;140b;1;3;7,5;3;0;0,384538558;2002;140b;1;3;8,5;3;0;0,533105781;2003;48n;1;1;;;;;2005;48n;1;1;;;;;2006;48n;1;1;;;;;2007;48n;1;1;;;;;2008;48n;1;1;3;2;0;0,035181672;2009;405;2;1;19;4;0;4,350877884
1999,20;140c;1;3;;;;;2000;140c;1;3;;;;;2001;140c;1;3;2,0;2;0;0,012210074;2002;140c;1;3;2,5;2;30;0,015302115;2003;49;1;1;6;3;5;0,204046131;2005;49;1;1;6;3;5;0,204046131;2006;49;1;1;9;3;5;0,587931258;2007;49;1;1;9;3;0;0,618875008;2008;49;1;1;10;3;0;0,814760556;2009;406;2;1;;;;
1999,20;140d;1;3;;;;;2000;140d;1;3;;;;;2001;140d;1;3;1,0;2;0;0,002;2002;140d;1;3;2,2;2;0;0,015658609;2003;50;1;1;8;3;0;0,455087453;2005;50;1;1;9;3;0;0,618875008;2006;50;1;1;7;3;5;0,305112138;2007;50;1;1;8;3;0;0,455087453;2008;50;1;1;12;4;0;1,311272786;2009;407;2;1;;;;
1999,20;140e;1;3;6,5;3;0;0,264687759;2000;140e;1;3;6,5;3;0;0,264687759;2001;140e;1;3;6,5;3;0;0,264687759;2002;140e;1;3;6,5;3;0;0,264687759;2003;50a;1;1;;;;;2005;50a;1;1;1;2;0;0,002;2006;50a;1;1;2;2;0;0,012210074;2007;50a;1;1;2;2;0;0,012210074;2008;50a;1;1;2,5;2;0;0,021860164;2009;408;2;1;26;5;0;9,86530312
1999,20;140f;1;3;5,5;3;0;0,171149886;2000;140f;1;3;5,5;3;0;0,171149886;2001;140f;1;3;5,5;3;0;0,171149886;2002;140f;1;3;7,0;3;0;0,321170672;2003;51;1;1;;;;;2005;51;1;1;;;;;2006;51;1;1;;;;;2007;51;1;1;;;;;2008;51;1;1;;;;;2009;410;2;1;42;7;20;27,59310862
1999,20;140g;1;3;6,0;3;0;0,214785401;2000;140g;1;3;6,0;3;0;0,214785401;2001;140g;1;3;6,0;3;0;0,214785401;2002;140g;1;3;;;;;2003;52;1;1;4;3;0;0,07454295;2005;52;1;1;5;3;20;0,106765686;2006;52;1;1;5;3;0;0,133457107;2007;52;1;1;;;;;2008;52;1;1;;;;;2009;411;2;1;35;6;0;21,43125439
1999,20;141;1;3;;;;;2000;141;1;3;;;;;2001;141;1;3;;;;;2002;141;1;3;;;;;2003;53;1;1;;;;;2005;53;1;1;;;;;2006;53;1;1;;;;;2007;53;1;1;;;;;2008;53;1;1;;;;;2009;412;2;1;;;;
1999,20;141a;1;3;8;3;0;0,455087453;2000;141a;1;3;9;3;0;0,618875008;2001;141a;1;3;10,0;3;10;0,7332845;2002;141a;1;3;11,5;4;0;1,173414253;2003;55;1;1;7;3;0;0,321170672;2005;55;1;1;9;3;30;0,433212506;2006;55;1;1;9;3;70;0,185662503;2007;55;1;1;9;3;20;0,495100007;2008;55;1;1;12;4;5;1,245709146;2009;413;2;1;25;5;0;8,905399734
1999,20;141b;1;3;7;3;0;0,321170672;2000;141b;1;3;8;3;0;0,455087453;2001;141b;1;3;8,5;3;0;0,533105781;2002;141b;1;3;10,0;3;70;0,244428167;2003;56;1;1;;;;;2005;56;1;1;;;;;2006;56;1;1;;;;;2007;56;1;1;;;;;2008;56;1;1;;;;;2009;417;2;1;26;5;20;7,892242496
1999,20;141c;1;3;4,0;3;0;0,07454295;2000;141c;1;3;4,0;3;0;0,07454295;2001;141c;1;3;4,0;3;0;0,07454295;2002;141c;1;3;8,0;3;0;0,455087453;2003;57;1;1;;;;;2005;57;1;1;;;;;2006;57;1;1;;;;;2007;57;1;1;;;;;2008;57;1;1;;;;;2009;419;2;1;;;;
1999,20;142;1;3;3;2;100;;2000;142;1;3;;;;;2001;142;1;3;;;;;2002;142;1;3;;;;;2003;57c;1;1;;;;;2005;57c;1;1;;;;;2006;57c;1;1;2;2;0;0,012210074;2007;57c;1;1;3;2;0;0,035181672;2008;57c;1;1;6;3;0;0,214785401;2009;420;2;1;;;;
1999,20;143;1;3;6;3;88;0,025774248;2000;143;1;3;6;3;0;0,214785401;2001;143;1;3;6,0;3;0;0,214785401;2002;143;1;3;5,0;3;90;0,013345711;2003;57d;1;1;;;;;2005;57d;1;1;3,5;3;5;0,049977117;2006;57d;1;1;;;;;2007;57d;1;1;;;;;2008;57d;1;1;;;;;2009;421;2;1;;;;
1999,20;177;1;3;4;3;0;0,07454295;2000;177;1;3;3,5;3;0;0,052607491;2001;177;1;3;3,5;3;0;0,052607491;2002;177;1;3;4,3;3;0;0,090029049;2003;57e;1;1;;;;;2005;57e;1;1;;;;;2006;57e;1;1;;;;;2007;57e;1;1;;;;;2008;57e;1;1;1;2;0;0,002;2009;422;2;1;21;5;0;5,649660552
1999,20;177a;2;4;;;;;2000;177a;2;4;;;;;2001;177a;2;4;0,3;2;0;8,63608E-05;2002;177a;2;4;;;;;2003;58;1;1;14;4;10;1,764682904;2005;58;1;1;16;4;5;2,639409379;2006;58;1;1;15;4;5;2,230240957;2007;58;1;1;19;4;2;4,263860327;2008;58;1;1;20;4;0;4,974143204;2009;423;2;1;;;;
1999,20;178;2;4;3,5;3;0;0,052607491;2000;178;2;4;5,5;3;0;0,171149886;2001;178;2;4;;;;;2002;178;2;4;;;;;2003;60a;1;1;;;;;2005;60a;1;1;0,5;2;0;0,000327598;2006;60a;1;1;0,5;2;0;0,000327598;2007;60a;1;1;0,5;2;0;0,000327598;2008;60a;1;1;1;2;0;0,002;2009;425;2;1;23;5;20;5,730989789
1999,20;178a;2;4;6;3;0;0,214785401;2000;178a;2;4;7;3;0;0,321170672;2001;178a;2;4;7,0;3;0;0,321170672;2002;178a;2;4;8,5;3;0;0,533105781;2003;60b;1;1;;;;;2005;60b;1;1;0,5;2;0;0,000327598;2006;60b;1;1;1;2;0;0,002;2007;60b;1;1;2,5;2;0;0,021860164;2008;60b;1;1;4,5;3;0;0,101371216;2009;426;2;1;38;6;40;15,93736185
1999,20;178b;2;4;5;3;0;0,133457107;2000;178b;2;4;6;3;0;0,214785401;2001;178b;2;4;6,0;3;0;0,214785401;2002;178b;2;4;7,0;3;0;0,321170672;2003;60c;1;1;;;;;2005;60c;1;1;1;2;0;0,002;2006;60c;1;1;2;2;0;0,012210074;2007;60c;1;1;1,5;2;0;0,005762729;2008;60c;1;1;4;3;0;0,07454295;2009;427;2;1;42;7;60;13,79655431
1999,20;179;2;4;5,5;3;0;0,171149886;2000;179;2;4;7;3;0;0,321170672;2001;179;2;4;;;;;2002;179;2;4;;;;;2003;60d;1;1;;;;;2005;60d;1;1;;;;;2006;60d;1;1;;;;;2007;60d;1;1;1;2;0;0,002;2008;60d;1;1;2;2;0;0,012210074;2009;428;2;1;13;4;40;0,96955711
1999,20;180;2;4;7;3;0;0,321170672;2000;180;2;4;8;3;90;0,045508745;2001;180;2;4;;;;;2002;180;2;4;;;;;2003;60e;1;1;;;;;2005;60e;1;1;;;;;2006;60e;1;1;;;;;2007;60e;1;1;4,5;3;0;0,101371216;2008;60e;1;1;8;3;0;0,455087453;2009;430;2;1;27;5;0;10,88652866
1999,20;181;2;4;3;2;0;0,035181672;2000;181;2;4;3;2;75;0,008795418;2001;181;2;4;;;;;2002;181;2;4;;;;;2003;60f;1;1;;;;;2005;60f;1;1;;;;;2006;60f;1;1;;;;;2007;60f;1;1;;;;;2008;60f;1;1;0,5;2;0;0,000327598;2009;431;2;1;27;5;0;10,88652866
1999,20;182;2;4;9;3;0;0,618875008;2000;182;2;4;9,5;3;70;0,213801063;2001;182;2;4;;;;;2002;182;2;4;;;;;2003;60g;1;1;;;;;2005;60g;1;1;;;;;2006;60g;1;1;;;;;2007;60g;1;1;;;;;2008;60g;1;1;2;2;0;0,012210074;2009;432;2;1;32;6;0;16,96178051
1999,20;183;2;4;5;3;0;0,133457107;2000;183;2;4;4;3;0;0,07454295;2001;183;2;4;;;;;2002;183;2;4;;;;;2003;61;1;1;6;3;10;0,193306861;2005;61;1;1;6,5;3;1;0,262040881;2006;61;1;1;9;3;0;0,618875008;2007;61;1;1;11,5;4;0;1,173414253;2008;61;1;1;11;4;0;1,044876361;2009;433;2;1;36;6;20;18,45310741
1999,20;184;2;4;4;3;0;0,07454295;2000;184;2;4;5,5;3;0;0,171149886;2001;184;2;4;8,0;3;0;0,455087453;2002;184;2;4;8,0;3;10;0,409578707;2003;63b;1;1;;;;;2005;63b;1;1;0,2;2;0;2,99722E-05;2006;63b;1;1;1;2;0;0,002;2007;63b;1;1;3;2;0;0,035181672;2008;63b;1;1;;;;;2009;435;2;1;;;;
1999,20;185;2;4;5,5;3;0;0,171149886;2000;185;2;4;7,5;3;0;0,384538558;2001;185;2;4;;;;;2002;185;2;4;;;;;2003;63c;1;1;;;;;2005;63c;1;1;0,2;2;0;2,99722E-05;2006;63c;1;1;1;2;0;0,002;2007;63c;1;1;;;;;2008;63c;1;1;;;;;2009;436;2;1;;;;
1999,20;185a;2;4;6,5;3;1;0,262040881;2000;185a;2;4;;;;;2001;185a;2;4;1,5;2;0;0,005762729;2002;185a;2;4;3,5;3;0;0,052607491;2003;63d;1;1;;;;;2005;63d;1;1;3,5;3;0;0,052607491;2006;63d;1;1;4;3;0;0,07454295;2007;63d;1;1;7;3;0;0,321170672;2008;63d;1;1;7;3;0;0,321170672;2009;437;2;1;9;3;90;0,061887501
1999,20;185b;2;4;7,5;3;2;0,376847787;2000;185b;2;4;;;;;2001;185b;2;4;0,9;2;0;0,001519158;2002;185b;2;4;2,8;2;0;0,029384104;2003;63e;1;1;;;;;2005;63e;1;1;1,8;2;0;0,009274516;2006;63e;1;1;3;2;0;0,035181672;2007;63e;1;1;3;2;0;0,035181672;2008;63e;1;1;5;3;0;0,133457107;2009;441;2;1;32;6;10;15,26560246
1999,20;185c;2;4;8,5;3;3;0,517112607;2000;185c;2;4;;;;;2001;185c;2;4;1,0;2;0;0,002;2002;185c;2;4;2,0;2;0;0,012210074;2003;63f;1;1;;;;;2005;63f;1;1;1,5;2;0;0,005762729;2006;63f;1;1;4;3;0;0,07454295;2007;63f;1;1;4;3;0;0,07454295;2008;63f;1;1;5;3;0;0,133457107;2009;442;2;1;39;6;10;25,58297989
1999,20;186;2;4;7,5;3;0;0,384538558;2000;186;2;4;5;3;0;0,133457107;2001;186;2;4;8,0;3;0;0,455087453;2002;186;2;4;10,0;3;0;0,814760556;2003;63g;1;1;;;;;2005;63g;1;1;0,5;2;0;0,000327598;2006;63g;1;1;3;2;0;0,035181672;2007;63g;1;1;5,5;3;0;0,171149886;2008;63g;1;1;7;3;0;0,321170672;2009;443;2;1;23;5;80;1,432747447
1999,20;187;2;4;5;3;0;0,133457107;2000;187;2;4;3,5;3;0;0,052607491;2001;187;2;4;;;;;2002;187;2;4;;;;;2003;63h;1;1;;;;;2005;63h;1;1;0,2;2;0;2,99722E-05;2006;63h;1;1;2;2;0;0,012210074;2007;63h;1;1;7,5;3;0;0,384538558;2008;63h;1;1;8;3;0;0,455087453;2009;444;2;1;30;5;10;12,89908724
1999,20;188;2;4;3,5;3;0;0,052607491;2000;188;2;4;5;3;5;0,126784252;2001;188;2;4;;;;;2002;188;2;4;;;;;2003;63i;1;1;;;;;2005;63i;1;1;0,2;2;0;2,99722E-05;2006;63i;1;1;2,5;2;0;0,021860164;2007;63i;1;1;3;2;0;0,035181672;2008;63i;1;1;5;3;0;0,133457107;2009;445;2;1;;;;
1999,20;189;2;4;5;3;0;0,133457107;2000;189;2;4;3;2;0;0,035181672;2001;189;2;4;4,5;3;0;0,101371216;2002;189;2;4;5,5;3;0;0,171149886;2003;63k;1;1;;;;;2005;63k;1;1;1;2;0;0,002;2006;63k;1;1;2;2;0;0,012210074;2007;63k;1;1;;;;;2008;63k;1;1;;;;;2009;446;2;1;42;7;0;34,49138578
1999,20;190;2;4;8;3;0;0,455087453;2000;190;2;4;8,5;3;50;0,26655289;2001;190;2;4;8,5;3;10;0,479795203;2002;190;2;4;10,0;3;0;0,814760556;2003;63l;1;1;;;;;2005;63l;1;1;0,5;2;0;0,000327598;2006;63l;1;1;0,5;2;0;0,000327598;2007;63l;1;1;2,5;2;0;0,021860164;2008;63l;1;1;;;;;2009;447;2;1;;;;
1999,20;191;2;4;8,5;3;0;0,533105781;2000;191;2;4;5,5;3;20;0,136919909;2001;191;2;4;6,0;3;0;0,214785401;2002;191;2;4;7,0;3;0;0,321170672;2003;63m;1;1;;;;;2005;63m;1;1;0,5;2;0;0,000327598;2006;63m;1;1;2;2;0;0,012210074;2007;63m;1;1;3,5;3;0;0,052607491;2008;63m;1;1;4,5;3;0;0,101371216;2009;448;2;1;33;6;0;18,3802485
1999,20;192;2;4;5,5;3;0;0,171149886;2000;192;2;4;6;3;20;0,171828321;2001;192;2;4;11,0;4;0;1,044876361;2002;192;2;4;13,0;4;0;1,615928517;2003;63n;1;1;;;;;2005;63n;1;1;;;;;2006;63n;1;1;;;;;2007;63n;1;1;3,5;3;0;0,052607491;2008;63n;1;1;5;3;0;0,133457107;2009;449;2;1;31;6;20;12,49033261
1999,20;193;2;4;9;3;0;0,618875008;2000;193;2;4;9;3;100;;2001;193;2;4;9,0;3;100;;2002;193;2;4;;;;;2003;63ñ;1;1;;;;;2005;63ñ;1;1;;;;;2006;63ñ;1;1;;;;;2007;63ñ;1;1;1;2;0;0,002;2008;63ñ;1;1;3;2;0;0,035181672;2009;450;2;2;37;6;20;19,82104203
1999,20;194;2;4;9;3;0;0,618875008;2000;194;2;4;6,5;3;20;0,211750207;2001;194;2;4;;;;;2002;194;2;4;;;;;2003;63o;1;1;;;;;2005;63o;1;1;;;;;2006;63o;1;1;;;;;2007;63o;1;1;1,5;2;0;0,005762729;2008;63o;1;1;2,5;2;0;0,021860164;2009;452;2;2;8;3;0;0,455087453
1999,20;195;2;4;6,5;3;0;0,264687759;2000;195;2;4;5;3;20;0,106765686;2001;195;2;4;;;;;2002;195;2;4;;;;;2003;63p;1;1;;;;;2005;63p;1;1;;;;;2006;63p;1;1;;;;;2007;63p;1;1;0,5;2;0;0,000327598;2008;63p;1;1;;;;;2009;453;2;2;;;;
1999,20;195a;2;4;;;;;2000;195a;2;4;;;;;2001;195a;2;4;2,0;2;10;0,010989066;2002;195a;2;4;;;;;2003;63q;1;1;;;;;2005;63q;1;1;;;;;2006;63q;1;1;;;;;2007;63q;1;1;0,5;2;0;0,000327598;2008;63q;1;1;2,5;2;0;0,021860164;2009;454;2;2;44;7;20;31,15526634
1999,20;195b;2;4;;;;;2000;195b;2;4;;;;;2001;195b;2;4;3,0;2;0;0,035181672;2002;195b;2;4;;;;;2003;63r;1;1;;;;;2005;63r;1;1;;;;;2006;63r;1;1;;;;;2007;63r;1;1;0,5;2;0;0,000327598;2008;63r;1;1;;;;;2009;455;2;2;20;4;90;0,49741432
1999,20;196;2;4;7;3;0;0,321170672;2000;196;2;4;7;3;20;0,256936537;2001;196;2;4;11,5;4;0;1,173414253;2002;196;2;4;10,0;3;0;0,814760556;2003;63s;1;1;;;;;2005;63s;1;1;;;;;2006;63s;1;1;;;;;2007;63s;1;1;0,5;2;0;0,000327598;2008;63s;1;1;;;;;2009;457;2;2;49;7;80;10,31506004
1999,20;197;2;5;;;;;2000;197;2;5;;;;;2001;197;2;5;;;;;2002;197;2;5;;;;;2003;64;1;1;6,5;3;80;0,052937552;2005;64;1;1;5,2;3;0;0,147842304;2006;64;1;1;8;3;0;0,455087453;2007;64;1;1;10;3;0;0,814760556;2008;64;1;1;10;3;0;0,814760556;2009;458;2;2;;;;
1999,20;198;2;5;4,5;3;100;;2000;198;2;5;;;;;2001;198;2;5;;;;;2002;198;2;5;;;;;2003;64d;1;1;3;2;0;0,035181672;2005;64d;1;1;;;;;2006;64d;1;1;;;;;2007;64d;1;1;;;;;2008;64d;1;1;;;;;2009;459;2;2;17;4;90;0,325463043
1999,20;199;2;5;7,5;3;37;0,242259291;2000;199;2;5;;;;;2001;199;2;5;;;;;2002;199;2;5;;;;;2003;64e;1;1;4;3;0;0,07454295;2005;64e;1;1;7,8;3;0;0,425987552;2006;64e;1;1;7;3;0;0,321170672;2007;64e;1;1;7;3;0;0,321170672;2008;64e;1;1;8;3;0;0,455087453;2009;460;2;2;9;3;50;0,309437504
1999,20;200;2;5;6,5;3;66;0,089993838;2000;200;2;5;3;2;0;0,035181672;2001;200;2;5;3,0;2;10;0,031663504;2002;200;2;5;4,0;3;0;0,07454295;2003;64f;1;1;2;2;0;0,012210074;2005;64f;1;1;4;3;0;0,07454295;2006;64f;1;1;6;3;0;0,214785401;2007;64f;1;1;4,5;3;25;0,076028412;2008;64f;1;1;7;3;40;0,192702403;2009;461;2;2;24;5;40;4,803221194
1999,20;201;2;5;4;3;66;0,025344603;2000;201;2;5;6;3;0;0,214785401;2001;201;2;5;4,5;3;0;0,101371216;2002;201;2;5;4,0;3;10;0,067088655;2003;64j;1;1;2;2;0;0,012210074;2005;64j;1;1;2;2;10;0,010989066;2006;64j;1;1;3;2;0;0,035181672;2007;64j;1;1;3;2;0;0,035181672;2008;64j;1;1;3;2;60;0,014072669;2009;462;2;2;33;6;5;17,46123608
1999,20;202;2;5;8;3;0;0,455087453;2000;202;2;5;9;3;0;0,618875008;2001;202;2;5;8,0;3;0;0,455087453;2002;202;2;5;7,0;3;0;0,321170672;2003;64k;1;1;1,5;2;0;0,005762729;2005;64k;1;1;3,5;3;0;0,052607491;2006;64k;1;1;6;3;0;0,214785401;2007;64k;1;1;4;3;0;0,07454295;2008;64k;1;1;4,5;3;0;0,101371216;2009;464;2;2;;;;
1999,20;202a;2;5;;;;;2000;202a;2;5;;;;;2001;202a;2;5;1,0;2;0;0,002;2002;202a;2;5;1,5;2;0;0,005762729;2003;64m;1;1;;;;;2005;64m;1;1;0,2;2;0;2,99722E-05;2006;64m;1;1;;;;;2007;64m;1;1;;;;;2008;64m;1;1;;;;;2009;466;2;2;39;6;5;27,00425655
1999,20;202b;2;5;;;;;2000;202b;2;5;;;;;2001;202b;2;5;1,0;2;0;0,002;2002;202b;2;5;;;;;2003;64n;1;1;;;;;2005;64n;1;1;1,2;2;0;0,003218793;2006;64n;1;1;1;2;0;0,002;2007;64n;1;1;3,5;3;0;0,052607491;2008;64n;1;1;3;2;0;0,035181672;2009;467;2;2;45;7;10;37,16697077
1999,20;203;2;5;3,5;3;0;0,052607491;2000;203;2;5;3,5;3;0;0,052607491;2001;203;2;5;6,5;3;0;0,264687759;2002;203;2;5;5,5;3;0;0,171149886;2003;64ñ;1;1;;;;;2005;64ñ;1;1;0,2;2;0;2,99722E-05;2006;64ñ;1;1;1;2;0;0,002;2007;64ñ;1;1;2;2;0;0,012210074;2008;64ñ;1;1;2;2;0;0,012210074;2009;472;2;2;;;;
